Data/Particles/xmaslights.troy 4023.77 85.998 5326.94 -2147483648
Data/Particles/xmaslights.troy 3036.06 108.98 5243.67 -2147483648
Data/Particles/xmaslights.troy 2828.66 141.069 5704.12 -2147483648
Data/Particles/xmaslights.troy 2065.12 122.324 7525.06 -2147483648
Data/Particles/xmaslights.troy 3256.42 87.6137 7286.74 -2147483648
Data/Particles/xmaslights.troy 3504.46 35.8503 8371.01 -2147483648
Data/Particles/xmaslights.troy 3354.58 32.4768 8661.83 -2147483648
Data/Particles/xmaslights.troy 3882.47 66.0405 6143.69 -2147483648
Data/Particles/xmaslights.troy 2699.17 98.5358 5232.93 -2147483648
Data/Particles/xmaslights.troy 1987.91 84.1152 5372.01 -2147483648
Data/Particles/xmaslights.troy 1665.5 79.1522 5411.02 -2147483648
Data/Particles/xmaslights.troy 44.8887 90.1942 4857.56 -2147483648
Data/Particles/xmaslights.troy 56.516 107.782 5315.85 -2147483648
Data/Particles/xmaslights.troy 235.704 152.94 5885.22 -2147483648
Data/Particles/xmaslights.troy 168.758 91.3277 6183.74 -2147483648
Data/Particles/xmaslights.troy 6139.9 248.222 5225.02 -2147483648
Data/Particles/xmaslights.troy 6154.88 137.087 5106.4 -2147483648
Data/Particles/xmaslights.troy 6837.65 126.9 5338.96 -2147483648
Data/Particles/xmaslights.troy 3651.45 80.7952 4940.14 -2147483648
Data/Particles/SmallTorch.troy 12429.5 292.168 7337.44 -2147483648
Data/Particles/FireTorch_Med.troy 10109.1 131.628 9423.73 -2147483648
Data/Particles/FireTorch_Med.troy 10036.1 141.875 4354.24 -2147483648
Data/Particles/SmallTorch.troy 8898.28 177.855 12531.3 -2147483648
Data/Particles/GemGlow_p.troy 5804.57 164.937 11500.8 -2147483648
Data/Particles/SmallTorch.troy 7771.86 230.648 9605 -2147483648
Data\Particles\FireTorch_Simple.troy 1235.76 217.722 2828.79 -2147483648
Data/Particles/FireTorch_Med.troy 100.995 395.541 -243.348 -2147483648
Data/Particles/FireTorch_Simple.troy 6802.61 65.2288 5262.34 -2147483648
Data/Particles/FireTorch_Med.troy -15.902 270.637 2169.89 -2147483648
Data/Particles/FireTorch_Med.troy 4.14807 277.628 2743.86 -2147483648
Data/Particles/FireTorch_Med.troy -3.8205 313.141 3315.65 -2147483648
Data/Particles/FireTorch_Med.troy 207.967 249.346 4880.46 -2147483648
Data/Particles/FireTorch_Med.troy 239.874 258.172 5384.93 -2147483648
Data\Particles\FireTorch_Simple.troy 35.6178 382.029 4652.26 -2147483648
Data\Particles\FireTorch_Simple.troy 1454.39 364.921 4601.96 -2147483648
Data\Particles\FireTorch_Simple.troy 2349.23 402.632 4558.15 -2147483648
Data\Particles\FireTorch_Simple.troy 2757.54 370.878 4483.06 -2147483648
Data\Particles\FireTorch_Simple.troy 3172.11 390.516 4326.62 -2147483648
Data\Particles\FireTorch_Simple.troy 4091.55 355.225 3457.25 -2147483648
Data\Particles\FireTorch_Simple.troy 4255.42 361.794 3034.55 -2147483648
Data\Particles\FireTorch_Simple.troy 4382.04 391.252 2600.69 -2147483648
Data\Particles\FireTorch_Simple.troy 4463.97 362.012 2183.58 -2147483648
Data\Particles\FireTorch_Simple.troy 4472.32 382.801 1732.87 -2147483648
Data\Particles\FireTorch_Simple.troy 4423.11 359.702 386.179 -2147483648
Data\Particles\FireTorch_Simple.troy 12140.9 225.319 10527.1 -2147483648
Data\Particles\FireTorch_Simple.troy 10464 225.795 12199.5 -2147483648
Data\Particles\FireTorch_Simple.troy 12879.6 314.394 14325.5 -2147483648
Data\Particles\FireTorch_Simple.troy 14063.5 279.581 13392.8 -2147483648
Data/Particles/FireTorch_Simple.troy 13995.5 268.619 13096.1 -2147483648
Data\Particles\FireTorch_Simple.troy 12332.2 273.421 14282.5 -2147483648
Data\Particles\FireTorch_Simple.troy 11345.1 299.432 14277.9 -2147483648
Data\Particles\FireTorch_Simple.troy 10776 297.36 14260.8 -2147483648
Data\Particles\FireTorch_Simple.troy 9896.34 227.805 14035.5 -2147483648
Data\Particles\FireTorch_Simple.troy 9405.69 211.235 13989.5 -2147483648
Data\Particles\FireTorch_Simple.troy 13997.8 294.914 12389.4 -2147483648
Data\Particles\FireTorch_Simple.troy 13984.9 302.833 11445.3 -2147483648
Data\Particles\FireTorch_Simple.troy 13985.7 286.759 11001.6 -2147483648
Data\Particles\FireTorch_Simple.troy 12679.6 143.856 9664.32 -2147483648
Data/Particles/FireTorch_Med.troy 9757.04 143.16 10915.2 -2147483648
Data\Particles\FireTorch_Simple.troy 12346.1 225.319 10016.2 -2147483648
Data\Particles\FireTorch_Simple.troy 11779.7 229.518 10124.9 -2147483648
Data\Particles\FireTorch_Simple.troy 11082.1 225.319 10254.2 -2147483648
Data\Particles\FireTorch_Simple.troy 9940.64 225.319 11404 -2147483648
Data\Particles\FireTorch_Simple.troy 9893.5 225.319 12047.4 -2147483648
Data\Particles\FireTorch_Simple.troy 9857.33 225.319 12566.8 -2147483648
Data/Particles/FireTorch_Med.troy 6005.38 183.733 7244.38 -2147483648
Data/Particles/FireTorch_Med.troy 7047.7 163.42 6300.15 -2147483648
Data\Particles\FireTorch_Simple.troy 8018.37 169.939 6957.51 -2147483648
Data\Particles\FireTorch_Simple.troy 7002.12 162.666 7989.49 -2147483648
Data/Particles/GemGlow_p.troy 10516.9 172.928 8001.96 -2147483648
Data\Particles\FireTorch_Simple.troy 6465.38 140.046 9969.94 -2147483648
Data\Particles\FireTorch_Simple.troy 8237.11 167.796 11872.6 -2147483648
Data\Particles\FireTorch_Simple.troy 6738.14 137.986 11515.3 -2147483648
Data/Particles/FireTorch_Simple.troy 5290.1 182.08 1621.48 -2147483648
Data/Particles/FireTorch_Med.troy 7044.23 195.618 1592.39 -2147483648
Data/Particles/FireTorch_Med.troy 12.3529 320.811 3940.51 -2147483648
Data/Particles/FireTorch_Med.troy 6485.9 178.415 429.309 -2147483648
Data/Particles/FireTorch_Med.troy 1398.37 271.358 8201.4 -2147483648
Data/Particles/FireTorch_Med.troy 1416.01 266.986 8491.74 -2147483648
Data\Particles\FireTorch_Simple.troy 206.284 244.735 7616.62 -2147483648
Data\Particles\FireTorch_Simple.troy 138.031 270.96 8340.85 -2147483648
Data\Particles\FireTorch_Simple.troy 199.637 234.639 9430.23 -2147483648
Data\Particles\FireTorch_Simple.troy 169.163 261.658 10154.8 -2147483648
Data\Particles\FireTorch_Simple.troy 326.572 158.859 10891.9 -2147483648
Data/Particles/FireTorch_Med.troy 461.106 264.528 11627.7 -2147483648
Data/Particles/FireTorch_Med.troy 9404.3 93.3784 4877.39 -2147483648
Data\Particles\FireTorch_Simple.troy 4548.01 13.7125 10757.6 -2147483648
Data\Particles\FireTorch_Simple.troy 8318.71 168.044 13976.9 -2147483648
Data/Particles/FireTorch_Med.troy 9452.87 126.982 10317.9 -2147483648
Data\Particles\FireTorch_Simple.troy 8201.62 140.102 9032.47 -2147483648
Data/Particles/FireTorch_Med.troy 9774.93 124.068 9113.86 -2147483648
Data\Particles\FireTorch_Simple.troy 8744.64 203.753 12820.9 -2147483648
Data/Particles/GemGlow_p.troy 13709.4 299.787 14433.3 -2147483648
Data/Particles/FireTorch_Med.troy 2109.84 310.286 298.128 -2147483648
Data/Particles/FireTorch_Med.troy 2801.11 310.72 267.693 -2147483648
Data/Particles/FireTorch_Med.troy 3353.52 314.945 237.053 -2147483648
Data/Particles/FireTorch_Med.troy 3909.65 313.575 231.946 -2147483648
Data/Particles/FireTorch_Med.troy 13751.9 135.414 9601.51 -2147483648
Data/Particles/FireTorch_Med.troy -459.232 381.15 233.877 -2147483648
Data/Particles/FireTorch_Med.troy 4214.58 237.57 5393.8 -2147483648
Data\Particles\FireTorch_Simple.troy 5030.19 237.403 4503.53 -2147483648
Data/Particles/FireTorch_Med.troy 6055.94 159.8 5675.34 -2147483648
Data/Particles/FireTorch_Med.troy 5932.13 185.447 5517.73 -2147483648
Data\Particles\FireTorch_Simple.troy 11995.7 203.158 3243.14 -2147483648
Data\Particles\FireTorch_Simple.troy 11198.2 203.118 2452.83 -2147483648
Data\Particles\FireTorch_Simple.troy 14189 292.146 13637.6 -2147483648
Data\Particles\FireTorch_Simple.troy 1927.7 203.962 11357 -2147483648
Data\Particles\FireTorch_Simple.troy 2873.62 196.781 11892.8 -2147483648
Data\Particles\GemGlow.prt 2880.37 163.553 7223.68 -2147483648
Data\Particles\GemGlow.prt 2552.67 173.215 8137.86 -2147483648
Data\Particles\GemGlow.prt 2183.61 155.289 8696.96 -2147483648
Data\Particles\GemGlow.prt 1550.2 174.91 8302.82 -2147483648
Data\Particles\SmallTorch.prt 1720.91 145.487 9739.31 -2147483648
Data\Particles\SmallTorch.prt 1969.65 136.972 10156.3 -2147483648
Data\Particles\SmallTorch.prt 2803.09 120.087 9786.55 -2147483648
Data\Particles\SmallTorch.prt 2901.44 121.272 9633.4 -2147483648
Data\Particles\SmallTorch.prt 2958.54 145.976 9460.54 -2147483648
Data\Particles\SmallTorch.prt 2946.07 151.254 9263.51 -2147483648
Data\Particles\SmallTorch.prt 2908.69 145.319 9083.77 -2147483648
Data\Particles\SmallTorch.prt 3441.39 134.393 8865.2 -2147483648
Data\Particles\SmallTorch.prt 3546.41 133.636 9026.61 -2147483648
Data\Particles\SmallTorch.prt 4030.41 151.254 8565.15 -2147483648
Data\Particles\SmallTorch.prt 3982.06 123.061 8575.34 -2147483648
Data\Particles\SmallTorch.prt 4033.11 144.982 8494.04 -2147483648
Data\Particles\SmallTorch.prt 3455.53 146.069 8102.31 -2147483648
Data\Particles\SmallTorch.prt 4444.4 146.229 7838.5 -2147483648
Data/Particles/FireTorch_Simple.troy 3621.1 90.1902 7838.95 -2147483648
Data\Particles\GemGlow.prt 1970.42 163.553 6984.09 -2147483648
Data\Particles\SmallTorch.prt 1679.18 153.346 7156.2 -2147483648
Data\Particles\GemGlow.prt 2642.04 169.341 5883.77 -2147483648
Data\Particles\GemGlow.prt 2793.87 173.444 5548.98 -2147483648
Data\Particles\GemGlow.prt 2077.4 192.266 5342.79 -2147483648
Data\Particles\GemGlow.prt 4087.82 164.726 7388.2 -2147483648
Data/Particles/GemGlow_p.troy 12467.3 160.729 5907.81 -2147483648
Data\Particles\SmallTorch.prt 3940.01 143.912 8204.97 -2147483648
Data\Particles\SmallTorch.prt 5418.79 137.513 6703.79 -2147483648
Data\Particles\SmallTorch.prt 5463.31 138.404 6675.5 -2147483648
Data\Particles\SmallTorch.prt 5931.01 340.57 5230.98 -2147483648
Data\Particles\SmallTorch.prt 6001.34 271.682 5204.86 -2147483648
Data\Particles\SmallTorch.prt 5865.73 151.089 5129.82 -2147483648
Data\Particles\SmallTorch.prt 5639.8 151.294 5047.64 -2147483648
Data\Particles\SmallTorch.prt 6226.9 260.275 4795.05 -2147483648
Data\Particles\SmallTorch.prt 5810.04 161.761 3545.35 -2147483648
Data\Particles\SmallTorch.prt 5064.32 149.951 3557.69 -2147483648
Data\Particles\SmallTorch.prt 5201.09 140.352 1577.62 -2147483648
Data\Particles\SmallTorch.prt 5289.98 139.093 1522.3 -2147483648
Data\Particles\SmallTorch.prt 5385.95 142.729 1572.18 -2147483648
Data\Particles\SmallTorch.prt 5936.76 167.617 1731.32 -2147483648
Data\Particles\SmallTorch.prt 6111.71 236.369 1825.78 -2147483648
Data\Particles\SmallTorch.prt 5796.52 131.565 2545.03 -2147483648
