2493 272 8251 70 13 6 656
2410 378 8359 0 94 70 342
2488 304 8254 103 51 15 179
2190 251 8753 76 38 0 200
7566 470 4192 97 48 0 624
2243 266 8717 76 38 0 200
2215 362 8781 76 38 0 200
197 388 9428 103 76 0 350
209 368 10538 103 76 0 350
151 408 9783 103 76 0 400
141 421 10152 103 76 0 400
312 283 10897 103 76 0 300
668 491 10220 0 76 182 800
674 565 10223 0 21 109 1500
442 234 10259 188 43 41 209
3612 334 4902 188 100 80 700
4727 506 4576 32 67 196 850
4718 549 4567 0 28 140 3000
4495 202 4615 238 72 80 550
1620 215 8345 0 42 150 434
1620 196 8345 0 18 96 654
2196 335 8738 26 80 0 250
2122 217 10314 46 59 0 498
2126 236 10318 28 0 0 1495
2935 175 9469 0 65 0 1096
2935 274 9465 106 11 0 1894
3685 183 10389 32 0 97 1606
3677 278 10425 127 0 96 542
1449 219 9708 0 36 0 1162
1449 212 9708 48 0 0 785
5506 505 6119 0 28 140 2093
5506 543 6121 32 67 196 850
3761 216 4876 80 32 4 409
4779 143 5932 70 30 10 500
4917 144 6113 70 30 10 500
5097 183 6273 70 30 10 500
5261 217 6436 70 30 10 500
5390 230 6619 70 30 10 500
9984 490 870 0 76 182 800
9980 564 876 0 21 109 1500
9774 233 1015 188 43 41 209
2411 505 6693 32 67 196 850
2421 548 6685 0 28 140 3000
2412 201 6457 238 72 80 550
10335 292 3601 0 65 0 397
10335 292 3601 106 11 0 687
9190 214 1572 0 36 0 665
9190 214 1572 48 0 0 449
1111 504 6505 0 28 140 2093
1109 542 6504 32 67 196 850
244 311 5382 70 30 10 500
244 311 5382 70 30 10 500
244 311 5382 70 30 10 500
5416 250 463 103 76 0 350
5923 277 373 103 76 0 350
6483 199 442 103 76 0 400
6210 217 402 103 76 0 400
5663 247 394 103 76 0 300
6504 527 1176 0 76 182 800
6510 564 1187 89 57 0 1500
6578 284 1220 63 18 0 276
8822 226 3064 0 42 150 852
8801 178 3088 0 18 96 1051
7602 184 3347 27 35 0 278
7597 196 3319 2 34 28 577
7566 470 4192 100 13 0 864
3546 159 8944 0 65 0 1096
3546 258 8940 106 11 0 1894
2006 340 11342 0 93 34 637
2006 395 11342 79 27 22 1253
-59 374 1559 121 83 34 719
212 317 4875 70 30 10 500
212 317 4875 70 30 10 500
212 317 4875 70 30 10 500
39 472 4649 70 30 10 577
39 472 4649 70 30 10 577
39 472 4649 70 30 10 577
1468 449 4649 70 30 10 577
1468 449 4649 70 30 10 577
1468 449 4649 70 30 10 577
1894 425 4649 70 30 10 577
1894 425 4649 70 30 10 577
1894 425 4649 70 30 10 577
2362 402 4649 70 30 10 577
2362 402 4649 70 30 10 577
2362 402 4649 70 30 10 577
2763 423 4476 70 30 10 577
2763 423 4476 70 30 10 577
2763 423 4476 70 30 10 577
3180 442 4325 70 30 10 577
3180 442 4325 70 30 10 577
3180 442 4325 70 30 10 577
738 554 4103 0 28 140 2093
743 579 4105 32 67 196 850
3727 468 1059 0 28 140 2093
3725 506 1058 32 67 196 850
-244 397 504 0 28 140 1300
-246 435 503 32 67 196 528
287 397 38 0 28 140 1378
285 435 37 32 67 196 560
6031 273 9735 24 24 194 579
6009 233 9684 79 22 34 420
6754 159 11599 32 0 97 862
6754 159 11599 127 0 96 441
7275 159 11486 32 0 97 584
7403 159 11427 127 0 96 190
7831 93 10686 32 0 97 699
7831 93 10686 127 0 96 236
6783 234 9696 36 45 115 615
6729 234 9673 87 16 23 1207
5936 250 10328 9 13 136 299
5936 233 10328 162 53 52 204
5910 247 11031 22 22 143 1517
5907 207 11028 70 16 6 824
6178 247 11556 20 20 117 975
6178 207 11556 100 29 24 616
5220 247 11492 24 24 107 1132
5220 207 11492 99 18 18 754
4286 263 11871 24 24 194 924
4286 223 11871 162 53 52 626
5227 210 11872 24 24 194 968
5227 170 11872 162 53 52 656
7484 232 9968 36 45 115 740
7427 233 10073 103 36 32 439
2957 340 12062 0 93 34 718
2957 395 12062 79 27 22 1412
3811 497 13651 24 24 194 1422
3811 497 13651 162 53 52 806
1415 377 8801 103 76 0 350
1412 432 8491 103 76 0 350
1399 406 8199 103 76 0 350
1468 401 7911 103 76 0 350
3564 309 6501 62 11 0 669
3564 256 6501 0 59 0 409
3232 299 6545 83 48 31 700
3231 231 6545 22 52 35 409
3690 293 6202 127 39 22 700
3690 233 6202 18 53 26 408
3619 196 7853 0 65 0 563
3619 196 7853 106 11 0 891
4786 308 5955 62 11 0 669
4786 255 5955 0 59 0 409
5527 287 5075 62 11 0 669
5527 256 5075 0 59 0 409
8002 120 3569 27 35 0 278
7997 131 3541 2 34 28 577
8036 187 3855 27 35 0 278
8031 198 3827 2 34 28 577
7406 260 4172 27 35 0 278
7406 234 4172 2 34 28 577
6770 205 3814 0 87 0 456
6770 173 3814 100 13 0 769
6338 267 5203 62 11 0 563
6338 267 5203 0 59 0 344
6516 98 5225 62 11 0 474
6516 98 5225 0 59 0 289
7922 79 2476 62 11 0 474
7922 79 2476 0 59 0 289
8177 247 2625 62 11 0 474
8177 247 2625 0 59 0 289
1966 216 6990 0 42 150 434
1966 216 6990 0 18 96 654
2483 156 6041 0 42 150 434
2483 156 6041 0 18 96 654
2224 209 5559 0 42 150 434
2224 209 5559 0 18 96 654
3772 205 5918 0 42 150 434
3772 205 5918 0 18 96 654
2831 250 7098 0 42 150 434
2831 250 7098 0 18 96 654
4071 191 6801 0 42 150 434
4071 191 6801 0 18 96 654
5390 230 6619 0 32 0 252
5261 217 6436 0 32 0 252
5097 183 6273 0 32 0 252
4917 144 6113 0 32 0 252
7503 204 1749 0 42 150 482
7503 204 1749 0 18 96 595
7622 208 2206 0 42 150 636
7622 208 2206 0 18 96 785
7764 176 1713 0 42 150 479
7764 176 1713 0 18 96 591
7243 177 2415 0 42 150 546
7243 177 2415 0 18 96 674
6878 220 1945 0 42 150 492
6878 220 1945 0 18 96 608
9068 171 2587 0 42 150 479
9068 171 2587 0 18 96 591
8914 364 2073 0 42 150 456
8914 364 2073 0 18 96 677
10668 201 2011 0 42 150 379
10668 201 2011 0 18 96 706
10597 165 2271 0 42 150 362
10597 165 2271 0 18 96 788
10321 207 2908 0 65 0 334
10321 207 2908 106 11 0 578
5839 186 2568 0 42 150 546
5839 186 2568 0 18 96 674
5102 196 3549 0 42 150 546
5102 196 3549 0 18 96 674
5744 196 3545 0 42 150 546
5744 196 3545 0 18 96 674
5385 196 4054 0 42 150 546
5385 196 4054 0 18 96 674
10028 188 4363 0 65 0 698
10028 188 4363 106 11 0 1207
9392 169 4880 0 65 0 698
9392 169 4880 106 11 0 1207
9870 144 5838 0 65 0 344
9870 144 5838 106 11 0 596
9436 200 7186 24 24 194 895
9436 200 7186 79 22 34 404
9621 273 6508 24 24 194 895
9645 273 6508 79 22 34 404
10013 182 6308 24 24 194 895
10013 182 6308 79 22 34 404
11758 334 4511 24 24 194 680
11758 334 4511 79 22 34 306
11880 232 5728 24 24 194 719
11880 232 5728 79 22 34 324
11479 237 6310 24 24 194 882
11479 237 6310 79 22 34 398
11792 194 6594 24 24 194 1083
11792 194 6594 79 22 34 488
11160 316 7154 24 24 194 932
11167 251 7154 79 22 34 420
9939 187 7019 24 24 194 985
9939 187 7019 79 22 34 444
9907 206 7815 24 24 194 902
9907 206 7815 79 22 34 407
9471 264 8090 24 24 194 1031
9471 264 8090 79 22 34 465
10584 204 8969 24 24 194 1014
10584 204 8969 79 22 34 457
11057 180 8793 24 24 194 916
11057 180 8793 79 22 34 413
11363 181 9028 24 24 194 916
11363 181 9028 79 22 34 413
11887 219 9097 24 24 194 916
11887 219 9097 79 22 34 413
11933 262 8631 24 24 194 843
11961 262 8573 79 22 34 380
10842 450 10099 0 65 0 405
10868 496 10093 106 11 0 700
11293 467 9977 106 11 0 700
12153 418 9853 110 11 0 1118
12597 435 9794 0 65 0 405
12597 435 9794 106 11 0 782
13908 449 9769 0 65 0 405
13908 449 9769 106 11 0 815
13798 260 8753 24 24 194 853
13798 260 8753 79 22 34 384
12683 252 7641 24 24 194 985
12683 219 7641 79 22 34 586
1816 231 9979 39 0 0 617
1646 247 11019 46 59 0 564
1646 234 11019 28 0 0 1495
1843 410 10617 28 0 0 927
1843 398 10617 46 59 0 428
1961 478 10418 26 50 0 491
2217 445 10369 27 47 0 491
4493 247 10790 46 59 0 498
4493 231 10790 28 0 0 1495
5066 205 9465 50 64 0 337
5066 196 9465 28 0 0 752
3784 192 12602 24 24 194 838
3784 192 12602 162 53 52 568
7534 231 10716 36 45 115 669
7447 231 10709 103 36 32 388
6459 162 10903 0 69 35 317
6459 138 10903 90 0 0 129
6614 166 10620 0 33 17 1118
6614 109 10620 55 0 0 697
9890 442 10970 0 65 0 405
9890 442 10970 106 11 0 700
8661 211 9787 36 45 115 1620
8661 211 9787 103 36 32 749
8507 249 9325 36 45 115 1387
8507 199 9325 103 36 32 641
9187 213 8483 36 45 115 1206
9187 213 8483 103 36 32 557
6741 173 12078 32 0 97 862
6741 173 12078 127 0 96 441
7026 159 12395 32 0 97 722
7008 174 12615 127 0 96 258
7164 162 12380 127 0 96 277
6978 384 7047 99 92 114 1650
8442 548 8305 0 28 140 2093
8442 422 8305 99 0 61 850
11111 276 5030 62 11 0 664
