Data\Particles\CANDLE.troy 5928.53 202.93 9335.04 -2147483648
Data\Particles\CANDLE.troy 6017.06 106.16 8830.07 -2147483648
Data\Particles\CANDLE.troy 2492.21 256.8 8250.17 -2147483648
Data\Particles\Bugs_env.troy 12360.2 44.52 8671.84 -2147483648
Data\Particles\Bugs_env.troy 5558.67 44.52 11570.8 -2147483648
Data\Particles\Bugs_env.troy 7510.55 44.52 12522.3 -2147483648
Data\Particles\Bugs_env.troy 8913.85 44.52 10267.2 -2147483648
Data\Particles\Bugs_env.troy 9099.4 44.52 7758.66 -2147483648
Data\Particles\CANDLE.troy 1468.5 85.04 8434.47 -2147483648
Data\Particles\Butterfly.troy 2066.85 85.04 10390.7 -2147483648
Data\Particles\Butterfly.troy 2645.99 85.04 8406.64 -2147483648
Data\Particles\Butterfly.troy 2934.89 85.04 5254.13 -2147483648
Data\Particles\Butterfly.troy 3988.54 85.04 7421.45 -2147483648
Data\Particles\Butterfly.troy 4075.35 128.04 5487.67 -2147483648
Data\Particles\Butterfly.troy 5060.37 85.04 3822.97 -2147483648
Data\Particles\Butterfly.troy 5546.45 85.04 2547.47 -2147483648
Data\Particles\Butterfly.troy 6087.06 85.04 5123.33 -2147483648
Data\Particles\Butterfly.troy 6257.43 85.04 1645.15 -2147483648
Data\Particles\Butterfly.troy 6508.37 62.15 3162.74 -2147483648
Data\Particles\Butterfly.troy 6877.45 85.04 5353.15 -2147483648
Data\Particles\Butterfly.troy 7785.14 72.82 4413.92 -2147483648
Data\Particles\Butterfly.troy 8553.31 85.04 2655.18 -2147483648
Data\Particles\Butterfly.troy 9701.33 85.04 3373.51 -2147483648
Data\Particles\Butterfly.troy 9827.3 85.04 1788.67 -2147483648
Data\Particles\Dandelion_env.troy 1743.64 85.04 5825.56 -2147483648
Data\Particles\Dandelion_env.troy 2266.41 85.04 8948.62 -2147483648
Data\Particles\Dandelion_env.troy 3843.4 85.04 6601.92 -2147483648
Data\Particles\Dandelion_env.troy 5333.3 85.04 4574.8 -2147483648
Data\Particles\Dandelion_env.troy 6906.89 85.04 4207.65 -2147483648
Data\Particles\Dandelion_env.troy 7534.28 85.04 2482.25 -2147483648
Data\Particles\Dandelion_env.troy 8434.48 85.04 1788.67 -2147483648
Data\Particles\DarkSmoke.troy 6007.36 69.33 11836.2 -2147483648
Data\Particles\DarkSmoke.troy 6622.97 71.16 10618.7 -2147483648
Data\Particles\FireTorch_Med.troy -0.5 267.57 2741.22 -2147483648
Data\Particles\FireTorch_Med.troy -14.99 262.55 2166.6 -2147483648
Data\Particles\FireTorch_Med.troy -4.66 320.03 3313.87 -2147483648
Data\Particles\FireTorch_Med.troy -404.2 283.77 126.11 -2147483648
Data\Particles\FireTorch_Med.troy -430.79 276.24 299.37 -2147483648
Data\Particles\FireTorch_Med.troy -59.6 304.27 1560.74 -2147483648
Data\Particles\FireTorch_Med.troy -63.25 274.3 -196.56 -2147483648
Data\Particles\FireTorch_Med.troy 10037.6 309.74 14250.8 -2147483648
Data\Particles\FireTorch_Med.troy 10041.4 129.03 4358.84 -2147483648
Data\Particles\FireTorch_Med.troy 10590.0 308.93 14238.6 -2147483648
Data\Particles\FireTorch_Med.troy 10843.0 230.98 9394.48 -2147483648
Data\Particles\FireTorch_Med.troy 11146.0 296.73 14214.5 -2147483648
Data\Particles\FireTorch_Med.troy 11831.3 307.02 14175.9 -2147483648
Data\Particles\FireTorch_Med.troy 121.39 267.78 -197.59 -2147483648
Data\Particles\FireTorch_Med.troy 12581.1 247.31 6509.56 -2147483648
Data\Particles\FireTorch_Med.troy 12603.0 302.77 14184.8 -2147483648
Data\Particles\FireTorch_Med.troy 12637.3 279.17 5964.71 -2147483648
Data\Particles\FireTorch_Med.troy 12638.8 222.72 5680.3 -2147483648
Data\Particles\FireTorch_Med.troy 12649.8 262.82 6246.1 -2147483648
Data\Particles\FireTorch_Med.troy 12980.0 339.95 14333.2 -2147483648
Data\Particles\FireTorch_Med.troy 1345.46 308.9 293.47 -2147483648
Data\Particles\FireTorch_Med.troy 13589.0 262.4 3355.24 -2147483648
Data\Particles\FireTorch_Med.troy 137.87 383.32 8032.06 -2147483648
Data\Particles\CANDLE.troy 13735.0 313.55 4035.79 -2147483648
Data\Particles\FireTorch_Med.troy 13778.6 171.46 5763.87 -2147483648
Data\Particles\FireTorch_Med.troy 13792.3 267.19 14629.6 -2147483648
Data\Particles\FireTorch_Med.troy 13833.4 246.0 7157.83 -2147483648
Data\Particles\CANDLE.troy 13855.3 358.04 4392.13 -2147483648
Data\Particles\FireTorch_Med.troy 13863.8 223.73 6108.38 -2147483648
Data\Particles\CANDLE.troy 13864.5 369.22 5435.83 -2147483648
Data\Particles\CANDLE.troy 13890.7 404.74 4750.18 -2147483648
Data\Particles\FireTorch_Med.troy 13891.9 252.29 6817.37 -2147483648
Data\Particles\FireTorch_Med.troy 13896.4 251.74 6469.09 -2147483648
Data\Particles\CANDLE.troy 13911.7 375.83 5096.25 -2147483648
Data\Particles\FireTorch_Med.troy 13937.1 316.61 10542.1 -2147483648
Data\Particles\FireTorch_Med.troy 13947.0 261.27 11739.3 -2147483648
Data\Particles\FireTorch_Med.troy 13947.2 316.48 11165.6 -2147483648
Data\Particles\FireTorch_Med.troy 13960.6 262.41 12311.5 -2147483648
Data\Particles\FireTorch_Med.troy 14001.5 294.54 12919.4 -2147483648
Data\Particles\FireTorch_Med.troy 14019.4 267.33 14647.2 -2147483648
Data\Particles\CANDLE.troy 1402.52 396.14 8196.06 -2147483648
Data\Particles\CANDLE.troy 1407.34 412.36 8493.09 -2147483648
Data\Particles\FireTorch_Med.troy 1425.56 373.58 8799.66 -2147483648
Data\Particles\FireTorch_Med.troy 14392.6 263.45 14073.4 -2147483648
Data\Particles\FireTorch_Med.troy 14393.0 263.69 14284.7 -2147483648
Data\Particles\CANDLE.troy 1458.51 393.97 7910.43 -2147483648
Data\Particles\CANDLE.troy 140.6 405.76 10146.3 -2147483648
Data\Particles\CANDLE.troy 143.43 390.13 9781.21 -2147483648
Data\Particles\FireTorch_Med.troy 155.56 404.64 8348.13 -2147483648
Data\Particles\CANDLE.troy 163.15 356.89 8744.8 -2147483648
Data\Particles\FireTorch_Med.troy 190.14 380.06 9430.15 -2147483648
