Data/Particles/GemGlow.troy 6947.33 -81.5169 7023.77 -2147483648 0 0 0
Data/Particles/GemGlow.troy 6947.33 -81.5169 7023.77 -2147483648 0 0 0
Data/Particles/Audio-Emitter_FireMedium.troy -29.5896 223.49 4864.67 -2147483648 0 0 0
Data/Particles/Audio-Emitter_FireMedium.troy 364.274 119.146 3338.38 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 4137.52 -153.725 3792.81 -2147483648 0 0 0
Data/Particles/Odin-Prop_ClawEngine_Sound.troy 5697.65 203.831 2531.66 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 11959.4 -25.7541 6321.63 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 10828.1 93.2206 7640.98 -2147483648 0 82 82
Data/Particles/FireTorch_Simple.troy 544.235 224.141 1276.78 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 2801.74 -2.75265 2785.29 -2147483648 0 0 0
Data/Particles/treesmoke.troy 4422.07 -39.1158 3417.09 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 4450.38 -105.079 3459.6 -2147483648 0 0 0
Data/Particles/treesmoke.troy 4325.47 131.389 3599.96 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 4222.7 -39.6552 3597.08 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 4267.95 -65.7639 3596.99 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 5872.84 -59.9982 12316.5 -2147483648 0 0 0
Data/Particles/Voidling_ready.troy 12646.1 -164.598 9002.19 -2147483648 0 0 0
Data/Particles/Voidling_ready.troy 13162.6 -163.201 7775.72 -2147483648 0 0 0
Data/Particles/Voidling_ready.troy 6744.29 -161.742 12236.4 -2147483648 0 0 0
Data/Particles/Voidling_ready.troy 12646.1 -164.598 9002.19 -2147483648 0 0 0
Data/Particles/Voidling_ready.troy 1227.59 -142.873 8859.64 -2147483648 0 82 82
Data/Particles/Voidling_ready.troy 777.591 -165.13 7885.39 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 8847.34 -305.031 4015.93 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 5659.12 -811.341 4203.55 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 6456.9 -905.695 5305.92 -2147483648 0 0 0
Data/Particles/FireTorch_Blue.troy -20.6647 626.739 3988.72 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 10329.7 -194.162 1293.84 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 8300.23 -61.4319 1285.49 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 11712.8 265.513 11749 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 12023.3 -113.039 727.215 -2147483648 0 82 82
Data/Particles/LoFogGrey_env.troy 11865.1 -117.294 675.696 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 10602.7 -170.684 1463.78 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 11810.5 -155.261 1183.91 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 11007.5 -60.9974 2676.38 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 10021 -154.171 1082.5 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 10990.8 -80.9575 1671.68 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 8850.55 -69.8444 845.182 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 6382.97 22.1295 1074.72 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 11167.6 -194.162 1279.6 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 10313.9 -183.657 2252.03 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 9563.47 -169.15 3453.05 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 10419.7 -176.297 772.385 -2147483648 0 0 0
Data/Particles/FireTorch_Blue.troy -20.6647 626.739 3988.72 -2147483648 0 0 0
Data/Particles/LoFogGrey_env.troy 9658.11 -177.327 588.017 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 8470.39 -71.4369 11337.5 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 10322 -3.36747 10294.4 -2147483648 0 0 0
Data/Particles/treesmoke.troy 9067.84 59.1421 10972.3 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 12413 22.1638 9509.25 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 13120.4 1.24641 8342.91 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 13308.3 -16.9381 7339.75 -2147483648 0 0 0
Data/Particles/FireTorch_Simple.troy 13946.6 221.158 4873.82 -2147483648 0 0 0
Data/Particles/treesmoke.troy 6791.97 244.863 10238.3 -2147483648 0 0 0
Data/Particles/treesmoke.troy 7869.41 222.829 7420.71 -2147483648 0 0 0
Data/Particles/treesmoke.troy 5661.54 357.056 6020.69 -2147483648 0 0 0
Data/Particles/treesmoke.troy 8769.64 207.132 10020.8 -2147483648 0 0 0
Data/Particles/treesmoke.troy 8009.97 336.932 9906.45 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 7663.89 -21.8678 7592.07 -2147483648 0 0 0
Data/Particles/FireTorch02.troy 8684.13 -11.0831 8335.35 -2147483648 0 0 0
