Data/Particles/FogPurple.troy 4255.75 -390.302 3058.37
Data/Particles/FogPurple.troy 4777.63 -580.804 3582.26
Data/Particles/FogPurple.troy 5131.32 -349.372 3676.86
Data/Particles/FogPurple.troy 5525.45 -401.715 4162.53
Data/Particles/FogPurple.troy 5793.25 -368.571 4344.36
Data/Particles/FogPurple.troy 6077.81 -377.907 4627.26
Data/Particles/FogPurple.troy 6342.89 -431.023 5151.91
Data/Particles/FogPurple.troy 5975.75 -1332.36 5638.72
Data/Particles/FogPurple.troy 6734.31 -92.0155 5352.66
Data/Particles/FogPurple.troy 7315.62 -357.022 5741.67
Data/Particles/FogPurple.troy 7569.53 -343.722 6093.6
Data/Particles/FogPurple.troy 7568.46 -679.086 6518.44
Data/Particles/FogPurple.troy 8579.09 -436.82 7005.32
Data/Particles/FogPurple.troy 8935.7 -289.388 7221.82
Data/Particles/FogPurple.troy 9040.03 -633.125 8179.44
Data/Particles/FogPurple.troy 12085.1 -81.4124 9793.68
Data/Particles/FogPurple.troy 11037.9 -109.847 9392.93
Data/Particles/FogPurple.troy 10364.8 -352.014 8754.43
Data/Particles/FogPurple.troy 10588.2 -1325.82 9719.63
Data/Particles/FogPurple.troy 9551.9 -244.738 8127.93
Data/Particles/FogPurple.troy 3737.09 -39.8162 1018.88
Data/Particles/FogPurple.troy 221.584 59.7033 717.415
Data/Particles/FogPurple.troy 60.5203 -131.865 1226.01
Data/Particles/FogPurple.troy 1578.19 -52.5839 4235.07
Data/Particles/FogPurple.troy 6419.15 -24.9847 7428.94
Data/Particles/FogPurple.troy 10804 -38.9521 13455.7
Data/Particles/FogPurple.troy 14425.1 -291.041 12015.9
Data/Particles/FogPurple.troy 14434.3 -65.7196 11107.7
Data/Particles/FogPurple.troy 13114.2 -275.419 9929.41
Data/Particles/FogPurple.troy 13560.6 -238.285 10067.1
Data/Particles/FogPurple.troy 11496.5 -196.354 9847.28
Data/Particles/FireTorch02.troy 2600.86 364.281 -59.3458
Data/Particles/FireTorch02.troy 4116.02 368.943 1367.56
Data/Particles/FireTorch02.troy 138.565 456.76 3389.11
Data/Particles/FireTorch02.troy 741.443 444.26 3906.77
Data/Particles/FireTorch02.troy 4243.83 374.764 2040.2
Data/Particles/FireTorch02.troy 4317.65 84.0001 3202.32
Data/Particles/FireTorch02.troy 5212.38 65.2582 4025.21
Data/Particles/FireTorch02.troy 5702.94 43.4749 4506.78
Data/Particles/FireTorch02.troy 6612.2 75.9257 5433.07
Data/Particles/FireTorch02.troy 7117.65 68.1905 5913.35
Data/Particles/FireTorch02.troy 8190.39 52.0531 6895.72
Data/Particles/FireTorch02.troy 8698.33 46.2659 7378.66
Data/Particles/FireTorch02.troy 9715.35 -3.50237 8325.43
Data/Particles/FireTorch02.troy 10200.5 39.7802 8785.55
Data/Particles/FireTorch02.troy 11874.7 438.892 9768.16
Data/Particles/FireTorch02.troy 10157.5 375.548 11525.2
Data/Particles/FireTorch02.troy 13723.5 455.989 10161.7
Data/Particles/FireTorch02.troy 14205.4 452.265 10633.4
Data/Particles/FireTorch02.troy 11815.2 367.875 14084.3
Data/Particles/FireTorch02.troy 10257.3 377.791 12694
Data/Particles/FireTorch02.troy 7581.19 210.17 8538.9
Data/Particles/FireTorch02.troy 7074.08 218.95 8056.21
Data/Particles/FireTorch02.troy 6024.39 172.618 7057.83
Data/Particles/FireTorch02.troy 5584.04 188.201 6624.12
Data/Particles/FireTorch02.troy 4620.48 209.014 5692.91
Data/Particles/FireTorch02.troy 4093.25 216.091 5219.99
Data/Particles/FireTorch02.troy 3228.4 222.751 4404.35
Data/Particles/FireTorch02.troy 2477.81 438.874 4252.43
Data/Particles/FogPurple.troy 4152.7 -101.538 1969.3
Data/Particles/FogPurple.troy 506.686 112.617 410.76
Data/Particles/FogPurple.troy -202.307 35.8826 2015.15
Data/Particles/FogPurple.troy 1942.73 69.6495 -183.861
Data/Particles/FogPurple.troy 2483.87 79.3059 -170.421
Data/Particles/FogPurple.troy 3237.31 -110.106 290.927
Data/Particles/FogPurple.troy 1561.56 47.981 -80.5953
